,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일교차,발생건수(건),년,월
1381,2018-09-12,22.8,16.8,28.2,0.0,1.4,52.0,1008.1,11.4,82926,2018,9
1382,2018-09-13,23.5,20.3,28.3,0.0,1.2,63.5,1007.0,8.0,85571,2018,9
1383,2018-09-14,23.5,20.3,26.8,0.5,1.3,66.9,1005.6,6.5,88657,2018,9
1384,2018-09-15,23.3,21.0,26.0,0.2,1.0,76.0,1004.4,5.0,73913,2018,9
1385,2018-09-16,22.2,21.0,23.9,2.0,1.7,83.6,1005.4,2.8999999999999986,11907,2018,9
1386,2018-09-17,22.3,18.5,27.7,0.1,1.9,64.3,1007.0,9.2,112462,2018,9
1387,2018-09-18,22.0,17.7,26.5,0.0,1.2,59.8,1006.6,8.8,85899,2018,9
1388,2018-09-19,22.1,18.9,26.6,0.2,1.0,59.1,1004.1,7.700000000000003,87000,2018,9
1389,2018-09-20,19.0,17.8,20.1,5.0,1.8,82.4,1000.7,2.3000000000000007,90947,2018,9
1390,2018-09-21,19.4,17.6,21.9,18.0,1.3,85.8,1000.3,4.299999999999997,117998,2018,9
1391,2018-09-22,20.8,17.2,25.5,6.5,1.8,62.3,1004.6,8.3,99590,2018,9
1392,2018-09-23,19.4,15.6,25.3,0.0,1.6,52.9,1005.8,9.7,13044,2018,9
1393,2018-09-24,17.6,14.2,22.1,0.0,2.1,48.3,1008.7,7.900000000000002,6331,2018,9
1394,2018-09-25,17.8,10.8,24.3,0.0,1.1,48.0,1009.5,13.5,18781,2018,9
1395,2018-09-26,19.4,16.2,24.8,0.0,1.7,47.9,1009.8,8.600000000000001,53925,2018,9
1396,2018-09-27,18.9,13.2,25.0,0.0,1.3,47.6,1008.9,11.8,151419,2018,9
1397,2018-09-28,17.5,14.3,22.2,0.0,1.2,58.1,1008.5,7.899999999999999,109422,2018,9
1398,2018-09-29,20.2,14.6,27.0,0.0,1.0,55.5,1003.9,12.4,91850,2018,9
1399,2018-09-30,17.6,14.0,21.6,0.0,2.3,52.5,996.1,7.600000000000001,12188,2018,9
1400,2018-10-01,15.4,13.0,19.7,0.0,2.9,55.1,997.9,6.699999999999999,133220,2018,10
1401,2018-10-02,15.9,10.3,22.0,0.0,1.6,61.4,1007.1,11.7,101911,2018,10
1402,2018-10-03,17.3,11.2,24.2,0.0,1.3,58.0,1011.7,13.0,18481,2018,10
1403,2018-10-04,19.3,13.0,25.6,0.0,1.3,56.5,1013.5,12.6,113676,2018,10
1404,2018-10-05,16.9,15.7,19.0,36.5,1.7,84.1,1008.1,3.3000000000000007,82927,2018,10
1405,2018-10-06,18.0,16.3,21.7,55.5,2.2,84.0,997.1,5.399999999999999,74552,2018,10
1406,2018-10-07,16.4,12.3,21.1,0.0,1.7,53.5,1006.6,8.8,10785,2018,10
1407,2018-10-08,14.8,9.2,20.9,0.0,1.1,47.0,1009.3,11.7,132533,2018,10
1408,2018-10-09,15.3,10.7,19.8,0.0,1.1,52.5,1005.9,9.1,17859,2018,10
1409,2018-10-10,12.0,7.9,16.7,7.0,2.5,61.0,1007.1,8.799999999999999,109980,2018,10
1410,2018-10-11,9.7,6.1,13.9,0.0,2.1,51.0,1012.5,7.800000000000001,93065,2018,10
1411,2018-10-12,10.9,5.2,17.4,0.0,1.3,54.0,1015.6,12.2,100518,2018,10
1412,2018-10-13,12.5,6.1,19.8,0.0,1.0,54.0,1015.2,13.7,83645,2018,10
1413,2018-10-14,13.2,6.8,20.3,0.0,1.5,60.0,1012.5,13.5,11507,2018,10
1414,2018-10-15,15.2,10.9,21.0,0.0,1.4,69.9,1009.9,10.1,127871,2018,10
1415,2018-10-16,14.5,9.9,20.3,0.0,1.3,55.9,1006.5,10.4,87564,2018,10
1416,2018-10-17,12.4,8.4,18.6,0.0,1.3,53.3,1005.8,10.2,84619,2018,10
1417,2018-10-18,12.7,7.5,19.0,0.0,1.1,59.5,1010.0,11.5,90765,2018,10
1418,2018-10-19,13.1,7.2,20.4,0.0,1.4,54.3,1014.9,13.2,100106,2018,10
1419,2018-10-20,13.4,6.9,21.4,0.0,1.2,53.9,1015.3,14.499999999999998,82781,2018,10
1420,2018-10-21,13.4,7.2,21.1,0.0,1.1,49.5,1013.1,13.900000000000002,13691,2018,10
1421,2018-10-22,14.0,8.8,20.6,0.0,1.0,50.0,1009.9,11.8,138607,2018,10
1422,2018-10-23,12.2,9.8,16.9,5.0,1.1,75.1,1007.2,7.099999999999998,91989,2018,10
1423,2018-10-24,12.5,7.6,18.7,0.0,1.3,66.0,1010.5,11.1,89116,2018,10
1424,2018-10-25,13.8,7.0,21.2,0.0,0.9,55.5,1010.1,14.2,96147,2018,10
1425,2018-10-26,12.2,9.9,14.7,11.0,1.6,74.1,1001.6,4.799999999999999,102977,2018,10
1426,2018-10-27,8.7,6.2,11.6,0.0,3.2,49.6,1004.5,5.4,88737,2018,10
1427,2018-10-28,8.3,5.2,13.5,5.5,1.5,77.1,999.8,8.3,12994,2018,10
1428,2018-10-29,7.2,3.4,11.7,0.0,2.0,57.3,1004.3,8.299999999999999,146525,2018,10
1429,2018-10-30,6.1,0.7,11.6,0.0,1.6,51.3,1011.2,10.9,101943,2018,10
1430,2018-10-31,7.4,3.0,12.6,0.0,1.6,55.4,1013.1,9.6,97917,2018,10
1431,2018-11-01,8.4,2.5,15.2,0.0,1.3,53.4,1015.8,12.7,106826,2018,11
1432,2018-11-02,10.6,4.0,19.0,0.0,1.1,54.9,1017.3,15.0,116475,2018,11
1433,2018-11-03,11.2,5.0,19.1,0.0,1.3,56.0,1015.0,14.1,96033,2018,11
1434,2018-11-04,11.6,5.3,19.4,0.0,1.3,55.0,1012.2,14.099999999999998,15161,2018,11
1435,2018-11-05,11.9,6.6,18.3,0.0,1.1,65.5,1012.9,11.7,152642,2018,11
1436,2018-11-06,12.2,8.0,17.5,0.0,0.9,70.5,1014.7,9.5,102479,2018,11
1437,2018-11-07,12.8,10.3,15.7,2.0,1.1,79.5,1014.0,5.399999999999999,93026,2018,11
1438,2018-11-08,11.8,10.5,14.7,64.0,1.8,93.8,1002.5,4.199999999999999,90910,2018,11
1439,2018-11-09,12.1,9.5,15.4,1.0,3.1,69.0,1006.9,5.9,114569,2018,11
1440,2018-11-10,11.9,8.8,17.1,0.0,1.4,69.1,1013.4,8.3,90442,2018,11
1441,2018-11-11,8.1,5.4,10.9,0.0,1.1,67.6,1011.9,5.5,13320,2018,11
1442,2018-11-12,8.1,3.1,15.1,0.0,1.2,52.3,1009.6,12.0,149530,2018,11
1443,2018-11-13,8.8,4.1,15.4,0.0,1.1,51.6,1009.6,11.3,105529,2018,11
1444,2018-11-14,9.8,4.8,16.6,0.0,1.1,55.5,1012.9,11.8,99830,2018,11
1445,2018-11-15,9.7,4.7,16.2,0.0,1.0,55.4,1014.2,11.5,104128,2018,11
1446,2018-11-16,8.8,4.2,14.5,0.0,1.7,65.1,1011.6,10.3,117596,2018,11
1447,2018-11-17,4.9,0.6,11.4,0.0,1.4,50.8,1013.1,10.8,95503,2018,11
1448,2018-11-18,6.1,1.9,10.7,0.0,1.1,48.8,1011.2,8.799999999999999,15763,2018,11
1449,2018-11-19,6.5,3.3,11.3,0.0,1.4,50.4,1012.2,8.0,159598,2018,11
1450,2018-11-20,6.5,0.0,12.7,0.2,1.8,39.9,1014.4,12.7,110487,2018,11
1451,2018-11-21,5.8,3.1,8.2,1.0,1.2,57.1,1013.9,5.1,105523,2018,11
1452,2018-11-22,2.3,-1.3,7.1,0.0,2.4,35.0,1015.5,8.4,110370,2018,11
1453,2018-11-23,1.9,-3.1,7.6,0.0,1.4,29.6,1017.9,10.7,124893,2018,11
1454,2018-11-24,2.6,0.3,3.8,10.9,1.8,71.1,1013.2,3.5,91894,2018,11
1455,2018-11-25,4.8,1.3,9.8,0.0,1.0,77.8,1014.0,8.5,14521,2018,11
1456,2018-11-26,6.3,1.6,13.6,0.0,1.0,70.1,1014.3,12.0,162128,2018,11
1457,2018-11-27,7.1,3.1,12.5,0.0,1.5,65.0,1012.3,9.4,107995,2018,11
1458,2018-11-28,5.0,2.1,11.1,0.0,1.6,27.1,1014.3,9.0,104982,2018,11
1459,2018-11-29,3.5,0.6,6.7,0.0,1.3,41.4,1016.1,6.1000000000000005,114025,2018,11
1460,2018-11-30,2.7,-1.5,8.0,0.0,1.4,46.1,1016.5,9.5,125260,2018,11
1461,2018-12-01,5.5,0.8,12.4,0.0,1.0,42.3,1016.6,11.6,104365,2018,12
1462,2018-12-02,8.2,2.8,11.8,0.0,1.3,50.1,1013.1,9.0,17110,2018,12
1463,2018-12-03,11.5,9.3,13.5,9.5,1.4,87.4,1005.9,4.199999999999999,160549,2018,12
1464,2018-12-04,6.7,-0.3,11.8,5.0,2.7,74.9,1009.1,12.1,116593,2018,12
1465,2018-12-05,0.0,-4.3,3.4,0.0,1.5,39.5,1016.5,7.699999999999999,108669,2018,12
1466,2018-12-06,2.4,-1.0,6.8,0.0,2.3,50.5,1012.9,7.8,119509,2018,12
1467,2018-12-07,-7.3,-9.6,-1.1,0.0,3.8,37.1,1021.6,8.5,123881,2018,12
1468,2018-12-08,-8.3,-11.4,-4.4,0.0,2.6,37.1,1022.9,7.0,105435,2018,12
1469,2018-12-09,-7.2,-11.8,-2.1,0.0,1.5,27.0,1025.7,9.7,15448,2018,12
1470,2018-12-10,-2.5,-8.1,4.6,0.0,0.9,33.3,1023.5,12.7,176378,2018,12
1471,2018-12-11,0.2,-2.4,2.9,0.0,1.2,44.8,1017.8,5.3,123729,2018,12
1472,2018-12-12,-1.9,-5.0,2.4,0.0,2.2,39.0,1018.8,7.4,117022,2018,12
1473,2018-12-13,-2.2,-5.9,2.1,1.3,2.0,57.4,1018.6,8.0,115809,2018,12
1474,2018-12-14,-4.4,-7.8,0.6,0.0,1.7,44.3,1024.2,8.4,133288,2018,12
1475,2018-12-15,-2.4,-7.8,3.2,0.0,1.0,46.8,1021.4,11.0,108741,2018,12
1476,2018-12-16,0.0,-2.6,2.1,0.3,0.9,63.8,1010.0,4.7,17399,2018,12
1477,2018-12-17,1.6,-1.5,5.9,0.3,1.8,60.1,1007.8,7.4,178611,2018,12
1478,2018-12-18,2.6,-2.8,7.4,0.0,1.4,56.3,1009.4,10.2,125920,2018,12
1479,2018-12-19,4.0,1.3,9.5,0.0,1.4,53.4,1010.4,8.2,118919,2018,12
1480,2018-12-20,3.4,-1.1,10.4,0.0,0.9,45.5,1012.8,11.5,124361,2018,12
1481,2018-12-21,5.6,0.4,9.8,0.0,1.1,40.1,1012.5,9.4,136061,2018,12
1482,2018-12-22,6.9,2.9,12.4,0.0,1.5,48.9,1012.5,9.5,109777,2018,12
1483,2018-12-23,2.4,-3.4,7.5,0.0,2.9,43.0,1014.1,10.9,15180,2018,12
1484,2018-12-24,-2.3,-5.9,3.1,0.0,1.6,35.9,1017.0,9.0,190230,2018,12
1485,2018-12-25,0.6,-4.0,5.2,0.0,1.2,53.4,1013.3,9.2,15471,2018,12
1486,2018-12-26,-1.5,-7.1,3.0,0.0,2.8,40.8,1014.9,10.1,161926,2018,12
1487,2018-12-27,-10.1,-12.5,-6.5,0.0,3.5,28.3,1019.5,6.0,117755,2018,12
1488,2018-12-28,-10.5,-14.4,-6.6,0.0,2.5,33.0,1021.6,7.800000000000001,126266,2018,12
1489,2018-12-29,-7.6,-10.5,-3.0,0.0,2.9,29.0,1024.3,7.5,102952,2018,12
1490,2018-12-30,-6.8,-11.3,-0.9,0.0,1.2,35.9,1026.8,10.4,13923,2018,12
1491,2018-12-31,-5.4,-10.5,-0.5,0.0,1.2,39.6,1026.2,10.0,176404,2018,12
1492,2019-01-01,-5.0,-8.2,-0.6,0.0,2.1,49.5,1022.6,7.6,11557,2019,1
1493,2019-01-02,-4.9,-8.8,0.2,0.0,1.7,42.8,1023.4,9.0,137525,2019,1
1494,2019-01-03,-3.5,-8.4,3.2,0.0,1.4,38.8,1024.2,11.6,104334,2019,1
1495,2019-01-04,-1.1,-6.2,4.1,0.0,1.2,55.5,1019.5,10.3,109088,2019,1
1496,2019-01-05,-2.8,-5.5,1.1,0.0,2.2,40.3,1016.6,6.6,85313,2019,1
1497,2019-01-06,-2.8,-6.3,2.7,0.0,1.2,35.0,1017.6,9.0,11542,2019,1
1498,2019-01-07,-1.9,-6.2,3.1,0.0,1.4,46.4,1017.4,9.3,130897,2019,1
1499,2019-01-08,-3.5,-7.2,0.5,0.0,2.6,31.0,1018.2,7.7,89906,2019,1
1500,2019-01-09,-4.7,-9.4,1.3,0.0,1.3,28.8,1022.0,10.7,82005,2019,1
1501,2019-01-10,-0.6,-4.5,3.0,0.0,1.3,48.8,1015.5,7.5,86784,2019,1
1502,2019-01-11,2.4,-0.4,7.2,0.0,1.0,58.8,1014.2,7.6,93814,2019,1
1503,2019-01-12,2.8,-0.6,8.0,0.0,1.3,47.6,1012.1,8.6,71449,2019,1
1504,2019-01-13,1.2,-3.0,7.6,0.0,1.4,54.3,1014.8,10.6,9027,2019,1
1505,2019-01-14,1.4,-2.4,5.3,0.0,0.9,68.6,1014.8,7.699999999999999,109022,2019,1
1506,2019-01-15,-1.7,-7.2,2.6,0.0,2.7,58.8,1013.2,9.8,75134,2019,1
1507,2019-01-16,-5.2,-10.1,-1.1,0.0,2.3,45.9,1015.9,9.0,73045,2019,1
1508,2019-01-17,-0.3,-3.2,4.0,0.0,1.7,45.8,1013.4,7.2,77714,2019,1
1509,2019-01-18,0.6,-4.6,6.7,0.0,1.3,44.0,1016.7,11.3,85716,2019,1
1510,2019-01-19,3.6,0.0,8.5,0.0,1.2,59.8,1011.7,8.5,67492,2019,1
1511,2019-01-20,-1.4,-5.5,4.0,0.0,3.2,38.5,1011.7,9.5,10119,2019,1
1512,2019-01-21,-1.2,-6.7,4.2,0.0,1.6,57.8,1010.7,10.9,110334,2019,1
1513,2019-01-22,1.7,-3.3,7.1,0.0,1.7,62.0,1008.6,10.4,77168,2019,1
1514,2019-01-23,2.0,-0.8,7.0,0.0,2.3,48.9,1009.6,7.8,71689,2019,1
1515,2019-01-24,0.1,-4.6,6.5,0.0,1.7,34.9,1013.7,11.1,77014,2019,1
1516,2019-01-25,-1.2,-3.8,2.6,0.0,2.6,27.6,1013.4,6.4,86090,2019,1
1517,2019-01-26,-2.5,-6.5,2.4,0.0,2.4,30.9,1017.5,8.9,69247,2019,1
1518,2019-01-27,-0.1,-6.6,5.1,0.0,1.7,52.5,1015.9,11.7,9616,2019,1
1519,2019-01-28,1.2,-2.4,4.5,0.0,3.1,40.4,1011.6,6.9,114684,2019,1
1520,2019-01-29,-0.2,-5.6,7.0,0.0,1.5,35.5,1016.9,12.6,80893,2019,1
1521,2019-01-30,1.8,-2.8,6.6,0.0,1.5,54.6,1014.9,9.4,77301,2019,1
1522,2019-01-31,-2.0,-6.2,2.3,0.0,2.9,29.0,1010.5,8.5,86948,2019,1
1523,2019-02-01,-2.1,-7.4,2.8,0.3,1.7,47.6,1013.0,10.2,112514,2019,2
1524,2019-02-02,1.4,-3.2,6.1,0.0,1.0,60.0,1011.2,9.3,93673,2019,2
1525,2019-02-03,3.3,2.0,4.9,16.0,1.7,92.9,1002.2,2.9000000000000004,12765,2019,2
1526,2019-02-04,-0.6,-3.3,3.0,0.0,2.1,40.4,1014.7,6.3,14039,2019,2
1527,2019-02-05,2.8,-3.6,10.1,0.0,1.0,37.1,1010.6,13.7,4836,2019,2
1528,2019-02-06,5.1,0.1,9.3,0.0,1.3,54.9,1005.6,9.2,18629,2019,2
1529,2019-02-07,-2.1,-8.2,6.3,0.5,3.5,45.5,1011.9,14.5,123761,2019,2
1530,2019-02-08,-6.1,-10.2,-1.3,0.0,2.3,31.5,1015.3,8.899999999999999,81634,2019,2
1531,2019-02-09,-5.4,-8.6,-1.9,0.0,2.7,30.0,1017.4,6.699999999999999,72579,2019,2
1532,2019-02-10,-5.0,-9.1,-1.9,0.0,1.7,31.3,1019.8,7.199999999999999,9285,2019,2
1533,2019-02-11,-3.0,-7.5,2.0,0.0,2.3,34.9,1020.7,9.5,108290,2019,2
1534,2019-02-12,-0.6,-4.1,3.7,0.0,1.9,35.5,1023.0,7.8,74202,2019,2
1535,2019-02-13,-2.1,-5.7,2.5,0.0,2.4,26.6,1022.0,8.2,69620,2019,2
1536,2019-02-14,-0.5,-5.9,6.3,0.0,1.4,24.3,1019.9,12.2,73221,2019,2
1537,2019-02-15,-0.8,-2.9,0.9,2.2,1.9,72.8,1012.9,3.8,76743,2019,2
1538,2019-02-16,-2.7,-5.1,1.5,0.2,2.6,59.0,1013.5,6.6,66198,2019,2
1539,2019-02-17,-1.8,-6.8,4.6,0.0,1.9,47.4,1015.5,11.4,9793,2019,2
1540,2019-02-18,0.9,-4.7,5.9,0.0,1.3,43.5,1014.7,10.6,104522,2019,2
1541,2019-02-19,1.4,0.2,3.0,4.6,1.4,80.8,1008.7,2.8,66388,2019,2
1542,2019-02-20,1.7,-0.1,4.5,0.0,2.1,67.8,1014.5,4.6,69268,2019,2
1543,2019-02-21,2.4,-2.6,9.0,0.0,1.5,59.4,1015.9,11.6,71016,2019,2
1544,2019-02-22,4.0,-1.6,10.8,0.0,1.5,56.1,1011.3,12.4,78727,2019,2
1545,2019-02-23,6.8,0.5,14.5,0.0,1.1,41.0,1012.8,14.0,63208,2019,2
1546,2019-02-24,6.3,1.2,13.7,0.0,1.8,45.0,1012.1,12.5,9210,2019,2
1547,2019-02-25,4.7,1.3,10.2,0.0,2.3,55.8,1011.1,8.899999999999999,102722,2019,2
1548,2019-02-26,5.2,-1.5,12.0,0.0,1.6,32.8,1013.4,13.5,73507,2019,2
1549,2019-02-27,7.8,4.7,14.0,0.0,1.6,31.3,1010.7,9.3,72065,2019,2
1550,2019-02-28,6.6,2.0,12.8,0.0,2.0,39.5,1008.4,10.8,86664,2019,2
1551,2019-03-01,6.6,1.2,13.0,0.0,2.1,42.3,1011.2,11.8,13812,2019,3
1552,2019-03-02,7.8,1.3,14.7,0.0,1.1,37.6,1008.7,13.4,76890,2019,3
1553,2019-03-03,9.4,2.5,16.1,0.0,1.5,36.4,1002.5,13.6,10790,2019,3
1554,2019-03-04,9.9,5.0,16.3,0.0,1.9,46.1,1003.2,11.3,101859,2019,3
1555,2019-03-05,8.4,5.6,12.9,0.0,2.0,66.3,1009.6,7.300000000000001,64994,2019,3
1556,2019-03-06,8.4,5.7,12.4,0.0,2.0,55.0,1005.6,6.7,62254,2019,3
1557,2019-03-07,7.0,3.1,12.7,0.0,2.2,51.1,1009.1,9.6,67098,2019,3
1558,2019-03-08,6.1,0.6,13.4,0.0,1.9,39.4,1014.3,12.8,77169,2019,3
1559,2019-03-09,7.2,-0.4,14.9,0.0,1.3,31.8,1011.2,15.3,70284,2019,3
1560,2019-03-10,10.1,6.7,15.3,0.0,1.2,26.4,1003.2,8.600000000000001,11444,2019,3
1561,2019-03-11,6.6,3.5,10.0,0.0,1.8,61.0,998.7,6.5,110631,2019,3
1562,2019-03-12,3.9,-0.3,7.9,0.0,2.7,55.1,1000.8,8.200000000000001,76555,2019,3
1563,2019-03-13,3.5,-0.4,8.5,0.0,3.3,38.5,1009.3,8.9,74925,2019,3
1564,2019-03-14,5.0,-1.7,10.0,0.0,1.9,45.3,1011.9,11.7,83247,2019,3
1565,2019-03-15,5.5,1.6,11.3,3.5,1.6,72.8,1006.8,9.7,89986,2019,3
1566,2019-03-16,4.3,0.2,9.2,0.0,1.8,69.9,1009.9,9.0,85578,2019,3
1567,2019-03-17,6.3,2.6,12.4,0.0,2.0,55.4,1012.6,9.8,15082,2019,3
1568,2019-03-18,7.1,1.4,14.4,0.0,1.4,43.8,1009.4,13.0,131730,2019,3
1569,2019-03-19,10.0,3.4,16.7,0.0,1.4,52.0,1006.5,13.3,93858,2019,3
1570,2019-03-20,10.3,7.1,14.6,16.5,1.4,79.0,999.8,7.5,82912,2019,3
1571,2019-03-21,7.1,1.9,11.1,3.3,2.9,77.4,998.1,9.2,97662,2019,3
1572,2019-03-22,3.3,-0.7,8.3,0.0,2.8,40.9,1009.4,9.0,108468,2019,3
1573,2019-03-23,3.3,-0.4,8.2,1.7,2.4,46.9,1010.4,8.6,97133,2019,3
1574,2019-03-24,4.3,-0.8,9.7,0.0,2.3,45.4,1010.6,10.5,15270,2019,3
1575,2019-03-25,7.3,2.9,11.5,0.0,2.0,56.1,1006.6,8.6,154660,2019,3
1576,2019-03-26,11.4,7.4,17.6,0.0,2.0,51.1,1006.8,10.2,104733,2019,3
1577,2019-03-27,11.6,8.9,16.2,0.0,3.0,66.4,1002.2,7.299999999999999,97980,2019,3
1578,2019-03-28,9.4,5.6,14.6,0.0,2.6,49.9,1003.4,9.0,105079,2019,3
1579,2019-03-29,9.2,5.5,15.1,0.0,2.1,33.1,1003.5,9.6,115988,2019,3
1580,2019-03-30,5.2,3.5,8.4,1.8,2.9,72.0,1002.1,4.9,102339,2019,3
1581,2019-03-31,4.4,2.6,8.4,0.0,3.2,46.0,1008.7,5.800000000000001,16918,2019,3
1582,2019-04-01,5.5,0.3,11.3,0.0,2.5,39.8,1011.8,11.0,160203,2019,4
1583,2019-04-02,6.7,1.3,13.0,0.0,2.2,36.9,1012.2,11.7,112425,2019,4
1584,2019-04-03,7.6,1.9,13.6,0.0,2.3,36.1,1012.7,11.7,105856,2019,4
1585,2019-04-04,9.2,3.0,15.7,0.0,2.5,43.0,1007.2,12.7,111826,2019,4
1586,2019-04-05,11.4,7.0,17.2,0.0,2.9,41.0,999.4,10.2,122548,2019,4
1587,2019-04-06,9.3,5.9,12.2,0.8,1.1,39.9,1001.7,6.299999999999999,102201,2019,4
1588,2019-04-07,12.6,5.6,20.3,0.0,1.7,43.1,1000.2,14.7,16773,2019,4
1589,2019-04-08,11.6,7.6,17.2,0.0,2.5,25.6,1004.7,9.6,159295,2019,4
1590,2019-04-09,9.2,4.7,13.9,17.4,2.4,49.1,1005.6,9.2,109357,2019,4
1591,2019-04-10,7.1,4.7,10.2,5.6,1.8,78.4,1002.4,5.499999999999999,104755,2019,4
1592,2019-04-11,9.5,4.3,15.7,0.0,1.9,58.0,1004.8,11.4,108161,2019,4
1593,2019-04-12,11.4,5.5,18.4,0.0,2.2,48.5,1007.7,12.9,117402,2019,4
1594,2019-04-13,11.8,6.2,17.9,0.0,1.8,34.0,1009.2,11.7,96224,2019,4
1595,2019-04-14,9.6,6.9,13.6,1.7,2.2,45.5,1004.8,6.699999999999999,15393,2019,4
1596,2019-04-15,11.6,3.9,18.1,0.0,1.8,30.9,1008.3,14.2,160062,2019,4
1597,2019-04-16,14.9,6.8,22.6,0.0,1.6,26.3,1006.8,15.8,109986,2019,4
1598,2019-04-17,15.3,9.1,21.8,0.0,1.9,37.5,1002.4,12.7,103668,2019,4
1599,2019-04-18,12.6,10.4,16.2,0.0,2.0,74.4,1001.8,5.799999999999999,107899,2019,4
1600,2019-04-19,13.8,9.6,19.7,0.0,1.6,57.5,1005.9,10.1,117241,2019,4
1601,2019-04-20,14.3,9.7,19.1,1.2,1.9,66.9,1004.7,9.400000000000002,93012,2019,4
1602,2019-04-21,14.8,12.2,20.2,0.3,1.9,77.8,1003.4,8.0,15261,2019,4
1603,2019-04-22,19.3,10.7,28.2,0.0,1.4,50.6,1004.7,17.5,144030,2019,4
1604,2019-04-23,20.4,15.3,25.5,0.0,1.3,52.0,1002.2,10.2,102236,2019,4
1605,2019-04-24,19.5,15.8,25.9,4.1,1.6,70.4,996.3,10.099999999999998,94551,2019,4
1606,2019-04-25,13.2,9.4,17.2,11.3,2.0,75.9,996.9,7.799999999999999,91911,2019,4
1607,2019-04-26,8.4,6.2,9.9,4.9,1.5,82.1,1003.1,3.7,106708,2019,4
1608,2019-04-27,11.6,4.1,18.2,0.0,1.7,52.6,1010.9,14.1,86202,2019,4
1609,2019-04-28,12.9,9.9,16.6,0.0,1.6,48.8,1010.2,6.700000000000001,13866,2019,4
1610,2019-04-29,13.0,8.3,17.3,0.0,0.9,52.9,1004.0,9.0,149800,2019,4
1611,2019-04-30,15.5,9.0,22.5,0.0,1.6,52.8,998.7,13.5,100713,2019,4
1612,2019-05-01,16.4,11.2,22.2,0.0,2.3,48.9,996.4,11.0,93362,2019,5
1613,2019-05-02,17.1,10.6,25.3,0.0,2.3,28.5,1001.6,14.7,119287,2019,5
1614,2019-05-03,17.9,10.1,26.1,0.0,1.6,37.5,1006.4,16.0,125905,2019,5
1615,2019-05-04,19.5,12.0,27.4,0.0,1.7,40.4,1007.8,15.4,96978,2019,5
1616,2019-05-05,19.2,13.6,26.5,0.0,2.2,35.8,1005.8,12.9,12688,2019,5
1617,2019-05-06,14.5,9.8,19.8,0.0,3.1,27.1,1006.4,10.0,46037,2019,5
1618,2019-05-07,15.0,8.4,21.9,0.0,2.3,33.4,1005.7,13.499999999999998,162618,2019,5
1619,2019-05-08,15.6,10.1,21.3,0.0,2.3,48.3,1002.1,11.2,107487,2019,5
1620,2019-05-09,16.6,11.7,22.9,0.0,2.2,43.3,1000.8,11.2,101975,2019,5
1621,2019-05-10,17.8,10.3,26.8,0.0,1.9,48.0,1003.1,16.5,116109,2019,5
1622,2019-05-11,20.3,13.2,28.3,0.0,1.8,39.0,1003.7,15.1,93514,2019,5
1623,2019-05-12,21.6,14.7,28.9,0.0,1.5,36.0,1004.8,14.2,12813,2019,5
1624,2019-05-13,18.7,15.5,22.8,0.0,1.6,43.4,1004.4,7.300000000000001,142686,2019,5
1625,2019-05-14,19.6,12.9,26.9,0.0,1.6,44.5,1003.0,13.999999999999998,93969,2019,5
1626,2019-05-15,20.7,14.8,28.0,0.0,1.7,48.1,1002.9,13.2,86672,2019,5
1627,2019-05-16,23.5,16.7,30.0,0.0,1.5,43.8,1001.9,13.3,88493,2019,5
1628,2019-05-17,23.6,17.6,28.3,0.0,1.2,44.9,1002.2,10.7,96352,2019,5
1629,2019-05-18,22.8,19.1,25.9,0.0,2.1,46.8,1001.8,6.799999999999997,77201,2019,5
1630,2019-05-19,19.4,17.9,21.6,22.0,1.2,93.0,998.8,3.700000000000003,12288,2019,5
1631,2019-05-20,16.4,13.0,20.2,8.7,3.4,63.6,994.9,7.199999999999999,121056,2019,5
1632,2019-05-21,17.2,11.7,23.8,0.0,2.9,52.0,995.2,12.1,83619,2019,5
1633,2019-05-22,19.5,12.3,26.5,0.0,2.4,46.0,995.3,14.2,80998,2019,5
1634,2019-05-23,22.1,15.0,29.2,0.0,1.7,45.0,998.4,14.2,85074,2019,5
1635,2019-05-24,24.2,16.2,33.4,0.0,1.7,46.4,1000.8,17.2,90579,2019,5
1636,2019-05-25,23.4,18.4,28.6,0.0,1.6,45.6,1005.0,10.200000000000005,71808,2019,5
1637,2019-05-26,24.5,18.6,31.1,0.0,1.8,39.0,1003.7,12.5,10926,2019,5
1638,2019-05-27,17.8,14.3,22.3,7.1,2.4,80.9,994.5,8.0,113220,2019,5
1639,2019-05-28,18.1,11.9,24.6,0.0,2.6,45.9,1000.7,12.7,81274,2019,5
1640,2019-05-29,20.3,13.3,26.5,0.0,2.0,48.4,999.7,13.2,76372,2019,5
1641,2019-05-30,19.6,14.6,24.5,0.0,2.4,48.0,1000.7,9.9,82820,2019,5
1642,2019-05-31,19.1,16.1,23.3,0.0,2.8,49.6,1000.3,7.199999999999999,89680,2019,5
1643,2019-06-01,18.9,14.8,23.7,0.0,1.9,60.5,1000.1,8.899999999999999,73624,2019,6
1644,2019-06-02,21.1,14.1,27.8,0.0,1.7,42.1,997.6,13.7,12138,2019,6
1645,2019-06-03,23.1,16.0,29.5,0.0,1.8,42.9,997.9,13.5,116347,2019,6
1646,2019-06-04,22.6,17.6,29.0,0.0,2.2,56.4,999.3,11.4,76064,2019,6
